app_name,release_year,item_id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
X-blades,2009,7510,Gaijin entertainment,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zeno clash,2009,22200,Ace team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The maw: speeder lane,2009,26007,Twisted pixel games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King's bounty: the legend,2008,25900,1c company,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Virtual families,2009,16200,Last day of work,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Death track®: resurrection,2009,7840,Sky fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Freedom force vs. the third reich,2005,8890,Irrational games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Freedom force,2002,8880,Irrational games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Light of altair,2009,34500,Saintxi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Darkest hour: europe '44-'45,2009,1280,Darklight games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Prototype™,2009,10150,Radical entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port royale 2,2004,12470,Ascaron entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The elder scrolls iv: oblivion® game of the year edition,2007,22330,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The elder scrolls iii: morrowind® game of the year edition,2002,22320,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ankh 2: heart of osiris,2007,12440,Deck 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armored fist 3,1999,32710,Novalogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mig-29 fulcrum,1998,32740,Novalogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bc kings,2008,12460,Mascot entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Call of juarez®: bound in blood,2009,21980,Techland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy drew®: legend of the crystal skull,2007,31860,Her interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy drew®: the creature of kapu cave,2006,31900,Her interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy drew®: the phantom of venice,2008,31920,Her interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy drew®: the white wolf of icicle creek,2007,31930,Her interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brainpipe: a plunge to unhumanity,2008,35800,Digital eel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tales of monkey island complete pack,2009,31170,Telltale games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street fighter® iv,2009,21660,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrillville®: off the rails™,2007,6080,Frontier,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Indiana jones® and the fate of atlantis™,1992,6010,Lucasarts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armed and dangerous®,2003,6090,Planet moon studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Star wars: battlefront 2 (classic, 2005)",2005,6060,Pandemic studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana jones® and the last crusade™,1989,32310,Lucasarts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lego® indiana jones™: the original adventures,2008,32330,Traveller's tales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The secret of monkey island: special edition,2009,32360,Lucasarts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warfare,2008,35300,Gfi russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clutch,2009,35310,Targem games,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nancy drew®: ransom of the seven ships,2009,31980,Her interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d ultra™ minigolf adventures,2006,10140,Wanako games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
King's quest™ collection,2006,10100,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeshift™,2007,10130,Saber interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space quest™ collection,2006,10110,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killing floor outbreak character pack,2009,1256,Tripwire interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aces of the galaxy™,2008,10120,Artech studios,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropico reloaded,2009,33520,"Poptop software,breakaway games,frog city software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Mystery p.i. - lost in los angeles,2009,3610,Spintop games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bionic commando: rearmed,2008,21680,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bionic commando,2009,21670,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watchmen: the end is nigh part 2,2009,21030,Deadline games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foreign legion: buckets of blood,2009,36000,Sakari indie,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Star wars™ - knights of the old republic™,2003,32370,"Bioware,aspyr (mac)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Osmos,2009,29180,Hemisphere games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fallout 2: a post nuclear role playing game,1998,38410,Black isle studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fallout tactics: brotherhood of steel,2001,38420,14° east,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kingpin — life of crime,1999,38430,Xatrix entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales of monkey island complete pack: chapter 2 - the siege of spinner cay,2009,31180,Telltale games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jewel quest pack,2009,37960,Iwin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahjong quest collection,2009,38000,Iwin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Time gentlemen, please! and ben there, dan that! special edition  double pack",2009,37400,Size five games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom clancy's splinter cell chaos theory®,2005,13570,Ubisoft montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiii century – gold edition,2009,34420,Unicorn games studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
World of zoo,2009,43100,Blue fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mini ninjas,2009,35000,Io interactive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windosill,2009,37600,"Vectorpark, inc.",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Train simulator: colton & northern route add-on,2009,24029,All aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Midnight mysteries,2009,32140,Mumbojumbo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales of monkey island complete pack: chapter 3 - lair of the leviathan,2009,31190,Telltale games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joint operations: combined arms gold,2009,32770,Novalogic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train simulator: us loco & asset pack,2009,208306,Dovetail games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dinertown tycoon,2009,37300,Playfirst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train simulator: european loco & asset pack,2009,208300,Dovetail games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Risen,2009,40300,Piranha bytes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Flora's fruit farm,2009,35070,Honeyslug,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Empire: total war™ - the warpath campaign,2009,10606,"The creative assembly,feral interactive (mac),feral interactive (linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Machinarium,2009,40700,Amanita design,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medal of honor: airborne,2007,24840,Ea los angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Need for speed: shift,2009,24870,Slightly mad studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Torchlight,2009,41500,Runic games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Command & conquer: red alert 3 - uprising,2009,24800,Ea los angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The stronghold collection,2009,901735,Firefly studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
East india company: privateer,2009,42800,Nitro games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Painkiller: resurrection,2009,39560,Homegrown games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spellforce 2 - anniversary edition,2009,39550,"Phenomic,thq nordic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Secret files: tunguska,2009,40330,Animation arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush for berlin gold,2009,40320,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tales of monkey island complete pack: chapter 4 - the trial and execution of guybrush threepwood,2009,31200,Telltale games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men of war: red tide,2009,3130,1c company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hammerfight,2009,41100,Konstantin koshutin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spellforce - platinum edition,2009,39540,Phenomic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Massive assault: phantom renaissance,2005,34640,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Massive assault,2003,34630,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Serious sam hd: the first encounter,2009,41000,Croteam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secret files 2: puritas cordis,2009,40340,Animation arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon age: origins,2009,17450,Bioware,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aztaka,2009,37100,Citeremis inc.,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Magnetis,2009,37500,Yullaby,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For the glory: a europa universalis game,2009,42810,Crystal empire games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Call of duty®: modern warfare® 2,2009,10180,"Infinity ward,aspyr (mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lego® star wars™ - the complete saga,2009,32440,"Traveller's tales,feral interactive (mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overlord™,2007,11450,"Triumph studios,virtual programming",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Overlord™: raising hell,2008,12710,"Triumph studios,virtual programming",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Command & conquer 3: tiberium wars,2007,24790,Ea los angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yumsters 2: around the world,2008,29120,Kranx productions,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Command & conquer 3: kane's wrath,2009,24810,Ea los angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gratuitous space battles,2009,41800,Positech games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Wings of prey,2009,45300,Gaijin entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The bard's tale,2005,41900,Inxile entertainment,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Defence alliance 2,2009,35420,Defence alliance team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star wars™ - the force unleashed™ ultimate sith edition,2009,32430,"Lucasarts,aspyr studios",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout 3: game of the year edition,2009,22370,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gratuitous space battles: the tribe,2009,41802,Positech games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Build-a-lot,2007,38080,Hip soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Build-a-lot 2: town of the year,2008,38090,Hip soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Build-a-lot 3: passport to europe,2009,38100,Hip soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Coconut queen,2009,38070,Iwin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Roogoo,2009,38210,Spidermonk entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil may cry 4,2008,45700,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avencast: rise of the mage,2010,46410,Clockstone studios,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Build-a-lot 4: power source,2009,38110,Hip soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Pirates, vikings, and knights ii",2010,17570,Octoshark studios,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Farm frenzy 2,2008,38130,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farm frenzy 3: american pie,2010,38160,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farm frenzy 3,2009,38150,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farm frenzy,2007,38120,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farm frenzy: pizza party,2009,38140,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cake mania main street™,2010,36300,Sandlot games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westward® iv: all aboard,2010,36310,Sandlot games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Iron roses,2010,36320,Cateia games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ufo: extraterrestrials gold,2010,37030,Chaos concept,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lego® indiana jones™ 2: the adventure continues,2010,32450,Traveller's tales,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super laser  racer,2010,44100,New star games ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hearts of iron iii: soviet infantry pack dlc,2010,25960,Paradox interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Necrovision: lost company,2010,46250,The farm 51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cradle of persia,2007,38180,Awem studio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens vs. predator swarm map pack,2010,10695,Rebellion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serious sam classic: the first encounter,2001,41050,Croteam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Train simulator: fort kent to eagle lake route add-on,2010,24055,All aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mount & blade: warband,2010,48700,Taleworlds entertainment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coniclysm,2010,39900,Zooptek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plain sight,2010,49900,Beatnik games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lead and gold: gangs of the wild west,2010,42120,Fatshark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand theft auto: episodes from liberty city,2010,12220,Rockstar north / toronto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark void™ zero,2010,45730,Other ocean interactive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortix,2010,45400,Nemesys games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beat hazard,2010,49600,Cold beam games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sam & max: the devil’s playhouse,2010,901399,Telltale games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.u.d. tv,2010,43500,Realmforge studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Wings of luftwaffe add-on,2010,45302,Gaijin entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The misadventures of p.b. winterbottom,2010,40930,The odd gentlemen,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aquanox 2: revelation,2003,39640,Thq nordic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquanox,2001,39630,Thq nordic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluttabyes,2010,23150,Red chain games ltd.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidden expedition: titanic,2006,50940,Big fish games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden expedition: amazon,2008,50920,Big fish games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Napoleon: total war™ - coalition battle pack,2010,34178,"The creative assembly,feral interactive (mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fitness dash™,2008,37340,Sarbakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemini lost™,2009,37390,Playfirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinertown detective agency™,2009,37310,Absolutist ltd.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel dash™ suite success™,2009,49000,Playfirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightshift legacy: the jaguar's eye™,2010,37330,Playfirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The nightshift code™,2008,37320,Playfirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trijinx: a kristine kross mystery™,2007,37370,Playfirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valerie porter and the scarlet scandal™,2009,37380,Playfirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biozone,2010,19080,G5 entertainment,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocket knight,2010,19030,Climax studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flight of the icarus,2010,49800,Muse games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Puzzler world,2010,33650,Ideas pad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince of persia: the forgotten sands™ digital deluxe edition,2010,901478,Ubisoft,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziro,2010,33660,Kokakiki,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Altered beast™,2010,34281,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comix zone™,2010,34272,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sega mega drive and genesis classics,2010,34270,D3t limited,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Golden axe™,2010,34276,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecco the dolphin™,2010,34274,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gain ground™,2010,34275,Sega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shinobi™ iii: return of the ninja master,2010,34277,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crack down™,2010,34273,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vectorman™,2010,34280,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow dancer™,2010,34282,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space harrier™ ii,2010,34279,Sega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha protocol™,2010,34010,Obsidian entertainment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alien breed: impact,2010,22610,Team17 software ltd.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout 3 - point lookout,2010,22440,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Defense grid: resurgence map pack 1,2010,18508,Hidden path entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Fallout 3 - mothership zeta,2010,22430,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fallout 3 - broken steel,2010,22410,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fallout 3 - the pitt,2010,22420,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alien swarm,2010,630,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout 3 - operation anchorage,2010,22400,Bethesda game studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Simcity™ 4 deluxe edition,2003,24780,"Ea - maxis,aspyr (mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Disciples iii - renaissance steam special edition,2010,33670,"Akella,.dat",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Tidalis,2010,40420,"Arcen games, llc",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Razor2: hidden skies,2010,34920,Invent4 entertainment,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The settlers 7: uncharted land map pack,2010,48136,Blue byte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dimensity,2008,46720,Dagger games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kane & lynch 2: dog days,2010,28000,Io interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The guild ii renaissance,2010,39680,Rune forge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Hearts of iron iii dlc: german ii spritepack,2010,25962,Paradox interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trainz simulator dlc: blue comet,2010,24634,N3v games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fantasy wars,2010,63900,Ino-co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mafia ii,2011,50130,"2k czech,feral interactive (mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train simulator: network southeast class 47 loco add-on,2010,24075,Dovetail games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Puzzle quest 2,2010,47540,Infinite interactive,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burn zombie burn!,2010,50510,Doublesix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madballs b*d*i clan skins,2010,25760,Playbrains,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Madballs scorched evolution skin rollup,2010,25763,Playbrains,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Madballs bdi evolution skin rollup,2010,25762,Playbrains,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
